2022-12-21 11:22:48.728701, 18, 73
2022-12-21 11:23:23.145077, 19, 73
2022-12-21 11:23:57.587275, 19, 73
2022-12-21 11:24:32.038481, 19, 72
2022-12-21 11:25:06.456856, 19, 72
2022-12-21 11:25:40.908120, 19, 72
2022-12-21 11:26:15.338771, 19, 72
2022-12-21 11:26:49.788940, 19, 72
2022-12-21 11:27:24.229786, 19, 72
2022-12-21 11:27:58.682559, 19, 71
2022-12-21 11:28:33.134192, 19, 71
2022-12-21 11:29:07.527814, 19, 71
2022-12-21 11:29:42.000272, 20, 70
2022-12-21 11:30:16.452794, 20, 70
2022-12-21 11:30:50.915005, 0, 0
2022-12-21 11:31:25.361708, 0, 0
2022-12-21 11:31:59.805094, 0, 0
2022-12-21 11:32:34.271677, 0, 0
2022-12-21 11:33:08.719407, 0, 0
2022-12-21 11:33:43.165937, 20, 67
2022-12-21 11:34:17.614074, 0, 0
2022-12-21 11:34:52.045019, 20, 67
2022-12-21 11:35:26.479055, 0, 0
2022-12-21 11:36:00.931127, 20, 67
2022-12-21 11:36:35.393439, 20, 67
2022-12-21 11:37:09.837714, 0, 0
2022-12-21 11:37:44.288778, 0, 0
2022-12-21 11:38:18.749195, 0, 0
2022-12-21 11:38:53.208944, 0, 0
2022-12-21 11:39:27.650069, 19, 68
2022-12-21 11:40:02.106499, 20, 68
2022-12-21 11:40:36.583053, 20, 68
2022-12-21 11:41:11.039308, 20, 68
2022-12-21 11:41:45.500713, 20, 68
2022-12-21 11:42:19.959324, 20, 68
2022-12-21 11:42:54.396543, 19, 68
2022-12-21 11:43:28.873532, 19, 68
2022-12-21 11:44:03.323823, 19, 67
2022-12-21 11:44:37.776728, 19, 66
2022-12-21 11:45:47.728314, 18, 64
2022-12-21 11:46:22.182595, 17, 62
2022-12-21 11:47:32.144291, 16, 58
2022-12-21 11:48:06.608476, 15, 57
2022-12-21 11:48:41.071449, 15, 55
2022-12-21 11:49:51.012303, 14, 55
2022-12-21 11:50:25.483907, 13, 54
2022-12-21 11:50:59.965808, 13, 52
2022-12-21 11:51:34.440329, 13, 50
2022-12-21 11:52:08.892490, 12, 48
2022-12-21 11:52:43.366314, 12, 46
2022-12-21 11:53:17.847560, 12, 44
2022-12-21 11:53:52.312994, 11, 43
2022-12-21 11:54:26.792090, 0, 0
2022-12-21 11:55:01.287958, 11, 46
2022-12-21 11:56:11.247998, 10, 45
2022-12-21 11:56:45.714331, 9, 45
2022-12-21 11:57:20.201906, 9, 43
2022-12-21 11:57:54.689096, 8, 39
2022-12-21 11:58:29.180977, 8, 35
2022-12-21 11:59:03.679825, 9, 30
2022-12-21 11:59:38.155472, 9, 24
2022-12-21 12:00:12.628592, 9, 22
2022-12-21 12:01:22.587204, 9, 20
2022-12-21 12:01:57.091964, 9, 20
2022-12-21 12:02:31.553871, 9, 20
2022-12-21 12:03:06.045068, 8, 20
2022-12-21 12:03:40.527017, 8, 20
2022-12-21 12:04:14.997794, 8, 20
2022-12-21 12:04:49.492444, 8, 20
2022-12-21 12:05:23.980070, 8, 20
2022-12-21 12:06:33.938195, 8, 20
2022-12-21 12:07:08.424593, 8, 20
2022-12-21 12:07:42.916892, 8, 20
2022-12-21 12:08:17.394450, 7, 20
2022-12-21 12:08:51.889483, 7, 20
2022-12-21 12:09:26.404830, 7, 20
2022-12-21 12:10:00.905391, 7, 20
2022-12-21 12:10:35.396019, 7, 20
2022-12-21 12:11:09.894695, 7, 20
2022-12-21 12:11:44.396644, 7, 20
2022-12-21 12:12:18.889709, 7, 20
2022-12-21 12:12:53.383872, 7, 20
2022-12-21 12:13:27.892592, 6, 20
2022-12-21 12:14:02.400967, 6, 20
2022-12-21 12:14:36.900452, 6, 20
2022-12-21 12:15:11.403346, 5, 21
2022-12-21 12:15:45.917828, 5, 21
2022-12-21 12:16:55.924543, 4, 21
2022-12-21 12:17:30.428298, 4, 21
2022-12-21 12:18:04.930669, 3, 21
2022-12-21 12:18:39.429949, 3, 21
2022-12-21 12:19:13.923984, 3, 21
2022-12-21 12:19:48.396579, 3, 21
2022-12-21 12:20:58.415192, 3, 21
2022-12-21 12:21:32.909173, 3, 21
2022-12-21 12:22:07.416375, 2, 21
2022-12-21 12:22:41.923044, 2, 21
2022-12-21 12:23:16.429739, 2, 21
2022-12-21 12:23:50.937761, 2, 21
2022-12-21 12:24:25.449147, 1, 21
2022-12-21 12:25:35.470866, 1, 21
2022-12-21 12:26:09.963039, 0, 22
2022-12-21 12:26:44.460666, 0, 22
2022-12-21 12:27:18.970848, 0, 22
2022-12-21 12:27:53.474510, 1, 21
2022-12-21 12:28:27.977093, 3, 21
2022-12-21 12:29:02.492281, 4, 21
2022-12-21 12:29:37.007130, 6, 20
2022-12-21 12:30:11.499247, 6, 20
2022-12-21 12:30:46.016175, 6, 20
2022-12-21 12:31:20.530872, 7, 20
2022-12-21 12:31:55.054934, 7, 20
2022-12-21 12:33:05.074274, 8, 20
2022-12-21 12:34:15.102132, 8, 20
2022-12-21 12:35:25.135608, 10, 20
2022-12-21 12:35:59.668910, 10, 20
2022-12-21 12:36:34.177522, 11, 19
2022-12-21 12:37:08.685799, 11, 19
2022-12-21 12:37:43.219233, 12, 19
2022-12-21 12:38:17.736633, 12, 19
2022-12-21 12:38:52.246266, 13, 19
2022-12-21 12:39:26.748450, 13, 19
2022-12-21 12:40:01.253697, 13, 19
2022-12-21 12:40:35.794669, 14, 19
2022-12-21 12:41:10.342453, 15, 19
2022-12-21 12:41:44.872138, 16, 18
2022-12-21 12:42:19.421263, 17, 18
2022-12-21 12:42:53.931436, 17, 18
2022-12-21 12:43:28.464878, 17, 18
2022-12-21 12:44:02.994215, 17, 18
2022-12-21 12:44:37.499481, 17, 18
2022-12-21 12:45:12.030835, 17, 18
2022-12-21 12:45:46.567210, 17, 18
2022-12-21 12:46:21.104438, 17, 18
2022-12-21 12:46:55.637445, 17, 18
2022-12-21 12:47:30.166250, 18, 18
2022-12-21 12:48:04.705006, 18, 18
2022-12-21 12:48:39.236215, 18, 18
2022-12-21 12:49:49.304367, 19, 18
2022-12-21 12:50:23.840508, 19, 18
2022-12-21 12:50:58.385980, 20, 18
2022-12-21 12:51:32.932532, 21, 17
2022-12-21 12:52:07.463616, 21, 17
2022-12-21 12:52:42.000723, 21, 17
2022-12-21 12:53:16.547648, 22, 17
2022-12-21 12:53:51.096463, 22, 17
2022-12-21 12:54:25.641577, 23, 17
2022-12-21 12:55:00.204589, 23, 17
2022-12-21 12:55:34.768625, 23, 17
2022-12-21 12:56:09.314539, 22, 17
2022-12-21 12:56:43.857249, 22, 17
2022-12-21 12:57:18.396282, 22, 17
2022-12-21 12:57:52.929883, 22, 17
2022-12-21 12:58:27.453158, 22, 17
2022-12-21 12:59:01.985489, 22, 17
2022-12-21 12:59:36.502177, 22, 17
2022-12-21 13:00:11.021975, 23, 17
2022-12-21 13:00:45.546720, 23, 17
2022-12-21 13:01:20.084666, 23, 17
2022-12-21 13:01:54.619192, 23, 17
2022-12-21 13:02:29.187038, 23, 17
2022-12-21 13:03:03.742174, 23, 17
2022-12-21 13:03:38.287091, 23, 17
2022-12-21 13:04:12.834251, 23, 17
2022-12-21 13:04:47.391517, 24, 17
2022-12-21 13:05:21.924656, 24, 17
2022-12-21 13:05:56.476403, 24, 17
2022-12-21 13:06:30.985940, 24, 17
2022-12-21 13:07:05.537506, 24, 17
2022-12-21 13:07:40.117479, 24, 17
2022-12-21 13:08:14.670150, 24, 17
2022-12-21 13:08:49.240695, 24, 17
2022-12-21 13:09:23.786284, 24, 17
2022-12-21 13:09:58.345295, 24, 17
2022-12-21 13:10:32.908661, 24, 17
2022-12-21 13:11:07.485820, 24, 17
2022-12-21 13:11:42.053332, 24, 17
2022-12-21 13:13:27.760461, 24, 17
2022-12-21 13:14:02.344540, 25, 17
2022-12-21 13:14:36.904600, 25, 17
2022-12-21 13:15:11.468456, 25, 17
2022-12-21 13:15:46.033460, 25, 17
2022-12-21 13:16:20.598751, 25, 17
2022-12-21 13:16:55.154035, 25, 17
2022-12-21 13:18:05.279903, 25, 17
2022-12-21 13:18:39.821070, 25, 17
2022-12-21 13:19:14.364830, 25, 17
2022-12-21 13:19:48.920214, 25, 17
2022-12-21 13:20:23.497885, 25, 17
2022-12-21 13:20:58.067373, 25, 17
2022-12-21 13:21:32.641182, 25, 17
2022-12-21 13:22:07.202002, 25, 17
2022-12-21 13:22:41.798137, 25, 17
2022-12-21 13:23:16.369373, 25, 17
2022-12-21 13:23:50.912406, 25, 17
2022-12-21 13:24:25.500497, 25, 17
2022-12-21 13:25:35.603216, 25, 17
2022-12-21 13:26:10.185738, 25, 17
2022-12-21 13:26:44.764564, 25, 17
2022-12-21 13:27:19.344752, 25, 17
2022-12-21 13:27:53.906310, 25, 17
2022-12-21 13:28:28.498779, 25, 17
2022-12-21 13:29:03.058072, 25, 17
2022-12-21 13:29:37.640273, 25, 17
2022-12-21 13:30:12.241635, 25, 17
2022-12-21 13:30:46.809839, 25, 17
2022-12-21 13:31:21.370084, 25, 17
2022-12-21 13:31:55.929137, 25, 17
2022-12-21 13:32:30.518426, 24, 17
2022-12-21 13:33:05.087545, 24, 17
2022-12-21 13:33:39.676556, 24, 17
2022-12-21 13:34:14.242903, 24, 17
2022-12-21 13:35:24.399965, 24, 17
2022-12-21 13:35:59.000536, 24, 17
2022-12-21 13:36:33.595990, 24, 17
2022-12-21 13:37:08.210436, 24, 17
2022-12-21 13:37:42.772126, 24, 17
2022-12-21 13:38:17.345013, 24, 17
2022-12-21 13:38:51.901569, 24, 17
2022-12-21 13:39:26.487552, 24, 17
2022-12-21 13:40:01.072557, 24, 17
2022-12-21 13:40:35.646500, 24, 17
2022-12-21 13:41:10.241699, 24, 17
2022-12-21 13:41:44.786312, 24, 17
2022-12-21 13:42:19.378964, 24, 17
2022-12-21 13:42:53.972154, 24, 17
2022-12-21 13:43:28.552565, 24, 17
2022-12-21 13:44:03.107695, 24, 17
2022-12-21 13:44:37.672886, 24, 17
2022-12-21 13:45:12.270461, 24, 17
2022-12-21 13:45:46.846269, 24, 17
2022-12-21 13:46:21.423092, 24, 17
2022-12-21 13:46:56.007492, 24, 17
2022-12-21 13:47:30.603130, 24, 17
2022-12-21 13:48:05.202627, 24, 17
2022-12-21 13:48:39.796262, 24, 17
2022-12-21 13:49:14.374598, 24, 17
2022-12-21 13:49:48.962789, 24, 17
2022-12-21 13:50:23.550544, 24, 17
2022-12-21 13:50:58.152663, 24, 17
2022-12-21 13:51:32.737487, 24, 17
2022-12-21 13:52:07.356112, 24, 17
2022-12-21 13:52:41.927197, 24, 17
2022-12-21 13:53:16.531146, 24, 17
2022-12-21 13:53:51.093408, 25, 17
2022-12-21 13:54:25.704928, 25, 17
2022-12-21 13:55:00.290592, 25, 17
2022-12-21 13:55:34.898609, 25, 17
2022-12-21 13:56:09.513503, 25, 17
2022-12-21 13:56:44.094899, 25, 17
2022-12-21 13:57:18.703002, 25, 17
2022-12-21 13:57:53.314145, 25, 17
2022-12-21 13:58:27.923198, 25, 17
2022-12-21 13:59:02.556437, 25, 17
2022-12-21 13:59:37.159468, 26, 17
2022-12-21 14:00:11.806455, 26, 17
2022-12-21 14:00:46.397059, 26, 17
2022-12-21 14:01:21.010915, 26, 17
2022-12-21 14:01:55.621738, 26, 17
2022-12-21 14:02:30.210267, 26, 17
2022-12-21 14:03:04.828362, 25, 17
2022-12-21 14:03:39.436845, 25, 17
2022-12-21 14:04:14.047086, 25, 17
2022-12-21 14:04:48.678110, 25, 17
2022-12-21 14:05:23.298743, 25, 17
2022-12-21 14:05:57.911548, 25, 17
2022-12-21 14:06:32.519775, 25, 17
2022-12-21 14:07:07.141330, 25, 17
2022-12-21 14:07:41.759261, 25, 17
2022-12-21 14:08:16.361992, 25, 17
2022-12-21 14:08:50.971206, 25, 17
2022-12-21 14:09:25.618499, 25, 17
2022-12-21 14:10:00.251039, 25, 17
2022-12-21 14:10:34.901378, 25, 17
2022-12-21 14:11:09.528740, 25, 17
2022-12-21 14:11:44.154509, 25, 17
2022-12-21 14:12:18.764882, 25, 17
2022-12-21 14:12:53.401768, 25, 17
2022-12-21 14:13:28.034145, 25, 17
2022-12-21 14:14:02.656696, 25, 17
2022-12-21 14:14:37.280782, 25, 17
2022-12-21 14:15:11.887934, 25, 17
2022-12-21 14:15:46.511664, 25, 17
2022-12-21 14:16:21.142647, 25, 17
2022-12-21 14:16:55.783285, 25, 17
2022-12-21 14:17:30.418402, 25, 17
2022-12-21 14:18:05.047753, 25, 17
2022-12-21 14:18:39.680619, 25, 17
2022-12-21 14:19:14.296145, 25, 17
2022-12-21 14:19:48.913989, 25, 17
2022-12-21 14:20:23.527949, 25, 17
2022-12-21 14:20:58.133520, 25, 17
2022-12-21 14:22:08.400404, 25, 17
2022-12-21 14:22:43.010225, 25, 17
2022-12-21 14:23:17.643950, 25, 17
